k,penalty_f,gamma,rho_mult,penalty_param,avg miscls rate,num_trial,misclas rates
0,L1,0.0585,1.2056,0,0.042,10,0.0369,0.0351,0.051,0.0264,0.058,0.0351,0.0422,0.0475,0.0527,0.0351
0,SCAD-L1,0.4253,10.6297,3.7,0.042,10,0.0369,0.0351,0.051,0.0264,0.058,0.0351,0.0422,0.0475,0.0527,0.0351
0,MCP-L1,0.1287,0.0854,1.4,0.0402,10,0.0422,0.0351,0.0351,0.0281,0.0562,0.0351,0.0422,0.0457,0.0475,0.0351
1,L1,0.1039,12.4041,0,0.0353,10,0.0369,0.0351,0.0369,0.0281,0.0422,0.0316,0.0351,0.0316,0.0404,0.0351
1,SCAD-L1,0.1866,14.1633,3.7,0.0351,10,0.0351,0.0351,0.0369,0.0299,0.0422,0.0316,0.0351,0.0334,0.0387,0.0334
1,MCP-L1,6.5857,11.4942,1.4,0.0344,10,0.0369,0.0351,0.0351,0.0264,0.0404,0.0299,0.0351,0.0316,0.0387,0.0351
