k,penalty_f,gamma,rho_mult,penalty_param,avg miscls rate,num_trial,misclas rates
0,L1,0.019,0.1105,0,0.1715,10,0.1921,0.1788,0.1887,0.1736,0.1626,0.1615,0.1609,0.1701,0.1626,0.1638
0,SCAD-L1,0.3227,9.97,3.7,0.1492,10,0.1331,0.1296,0.1615,0.14,0.1319,0.1389,0.1325,0.2297,0.1551,0.14
0,MCP-L1,0.8426,4.312,1.4,0.1479,10,0.1331,0.1296,0.1603,0.14,0.1348,0.125,0.1302,0.2297,0.1551,0.1406
1,L1,0.0207,0.1049,0,0.1039,10,0.1036,0.0938,0.1198,0.1042,0.0966,0.0938,0.1047,0.1013,0.1105,0.1111
1,SCAD-L1,0.044,1.6213,3.7,0.1036,10,0.1007,0.0978,0.1186,0.1019,0.0955,0.0949,0.1059,0.1013,0.1094,0.1105
1,MCP-L1,3.5768,15.1946,1.4,0.1031,10,0.099,0.0943,0.1192,0.103,0.0955,0.0914,0.1065,0.1036,0.1094,0.1094
