num_nodes,k,num_trials
400,0,10
input_snr (dB),sigma_sq,penalty_f,gamma_mult,rho_mult,penalty_param,avg output_snr (dB),output_snr (dB)
-10,112.5,L1,0.20649999999999999,0.11020000000000001,0,8.6422000000000008,8.3054000000000006,8.9743999999999993,8.3184000000000005,8.8735999999999997,7.5636000000000001,11.4627,6.6378000000000004,10.3879,9.5944000000000003,8.2097999999999995
-10,112.5,L1,0.096000000000000002,0.15140000000000001,0,5.4084000000000003,4.5166000000000004,5.5254000000000003,6.6658999999999997,5.5392000000000001,5.2351999999999999,7.8129999999999997,4.5757000000000003,4.2648000000000001,6.3293999999999997,4.8289999999999997
-10,112.5,SCAD-L1,4.516,1.1984999999999999,3.7,11.7646,15.757899999999999,10.555300000000001,11.7164,11.1714,9.4910999999999994,12.549099999999999,10.444800000000001,13.174899999999999,10.899800000000001,16.968299999999999
-10,112.5,SCAD-L1,7.6040999999999999,20.052099999999999,3.7,5.4337999999999997,4.7138999999999998,5.2118000000000002,6.6280000000000001,5.4486999999999997,5.5255000000000001,8.2078000000000007,4.8871000000000002,3.9670000000000001,6.3998999999999997,4.7609000000000004
-10,112.5,MCP-L1,25.0228,0.51400000000000001,1.4,11.903600000000001,13.7989,11.738799999999999,11.6912,11.337899999999999,9.1987000000000005,15.1357,9.4022000000000006,15.391999999999999,13.027100000000001,12.9398
-10,112.5,MCP-L1,10.3409,16.709299999999999,1.4,5.4809999999999999,4.8975999999999997,5.2496999999999998,6.6623999999999999,5.5921000000000003,5.4969000000000001,8.1882999999999999,4.8956999999999997,4.0179,6.4131999999999998,4.7595000000000001
-5,35.575600000000001,L1,0.36680000000000001,0.1075,0,11.292899999999999,13.7584,9.1465999999999994,15.4543,13.093299999999999,12.364599999999999,11.7948,9.8674999999999997,9.9648000000000003,11.1463,10.1631
-5,35.575600000000001,L1,0.16270000000000001,0.34279999999999999,0,8.1013999999999999,9.6989000000000001,6.3436000000000003,10.812900000000001,10.5661,7.6787999999999998,7.9390999999999998,6.6365999999999996,6.9417999999999997,8.2471999999999994,8.5982000000000003
-5,35.575600000000001,SCAD-L1,0.68030000000000002,0.26950000000000002,3.7,16.1052,18.4056,12.9217,13.6548,24.094799999999999,27.4331,19.922599999999999,16.4114,16.2622,18.548500000000001,12.1995
-5,35.575600000000001,SCAD-L1,15.9216,7.1669,3.7,8.6167999999999996,9.5625999999999998,7.3891,10.5307,11.9329,7.7953000000000001,8.923,6.8956,7.6877000000000004,8.1271000000000004,9.7233999999999998
-5,35.575600000000001,MCP-L1,1.5306,0.1525,1.4,16.1038,18.451000000000001,12.9237,13.6858,23.951000000000001,27.508299999999998,19.935500000000001,16.383299999999998,16.232199999999999,18.4819,12.202199999999999
-5,35.575600000000001,MCP-L1,34.125300000000003,3.5041000000000002,1.4,8.6295000000000002,9.5959000000000003,7.3686999999999996,10.583600000000001,11.895099999999999,7.7050000000000001,8.9143000000000008,7.0887000000000002,7.6887999999999996,8.1044,9.6891999999999996
0,11.25,L1,0.62480000000000002,5.8823999999999996,0,17.183800000000002,17.411799999999999,14.5725,21.989899999999999,16.456399999999999,16.5139,19.2928,17.883299999999998,16.7959,16.028199999999998,18.845300000000002
0,11.25,L1,0.28810000000000002,0.32590000000000002,0,13.5982,13.307399999999999,11.864800000000001,15.8414,12.8857,13.5557,15.9971,13.081099999999999,13.905099999999999,12.942299999999999,14.260300000000001
0,11.25,SCAD-L1,4.5812999999999997,0.28670000000000001,3.7,22.814,24.520199999999999,18.8081,24.1922,25.515799999999999,21.540800000000001,20.185199999999998,40.517299999999999,22.595199999999998,21.8889,34.597000000000001
0,11.25,SCAD-L1,24.333600000000001,2.0543999999999998,3.7,16.681000000000001,14.1044,14.1341,19.0642,13.5756,21.034099999999999,20.945799999999998,17.531500000000001,19.184799999999999,14.5868,32.635399999999997
0,11.25,MCP-L1,7.0082000000000004,0.13289999999999999,1.4,22.8186,24.488299999999999,18.861699999999999,23.9648,25.762,21.5715,20.128,40.206000000000003,22.596299999999999,21.929600000000001,34.504800000000003
0,11.25,MCP-L1,1.1229,0.29170000000000001,1.4,19.555,20.074300000000001,13.7492,24.027200000000001,17.129999999999999,21.488199999999999,20.099599999999999,22.180900000000001,22.4939,21.8855,33.679900000000004
5,3.5575999999999999,L1,1.2948,4.3710000000000004,0,20.953700000000001,20.953499999999998,21.474299999999999,21.878299999999999,23.825600000000001,22.409099999999999,21.345300000000002,19.9572,17.990300000000001,22.749500000000001,19.943899999999999
5,3.5575999999999999,L1,0.5383,3.0922000000000001,0,17.490300000000001,16.8401,17.5854,18.5029,19.338999999999999,18.466999999999999,18.3508,15.902900000000001,15.621499999999999,17.7987,18.018000000000001
5,3.5575999999999999,SCAD-L1,2.7433000000000001,0.2019,3.7,25.119299999999999,28.106300000000001,26.4237,23.506499999999999,21.777100000000001,27.1311,31.592099999999999,24.698599999999999,21.871200000000002,29.776800000000001,26.443200000000001
5,3.5575999999999999,SCAD-L1,1.4941,0.78339999999999999,3.7,23.866700000000002,27.398299999999999,26.823599999999999,21.314399999999999,21.084599999999998,26.1433,31.4758,23.229299999999999,19.305700000000002,33.209200000000003,27.289100000000001
5,3.5575999999999999,MCP-L1,24.570599999999999,0.82909999999999995,1.4,24.833100000000002,27.479299999999999,27.009,21.546399999999998,21.389500000000002,26.565999999999999,31.136500000000002,23.269500000000001,23.2151,33.743299999999998,27.120000000000001
